"Natural gas, combusted in industrial boiler, at hydrocracker, for ethylene","Natural gas, combusted in industrial boiler, at hydrocracker, for ethylene",false,f179160d-d402-3e37-8d65-93d09f309b99,false,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,-0.116,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natural gas, combusted in industrial boiler, at hydrocracker, for pyrolysis gas","Natural gas, combusted in industrial boiler, at hydrocracker, for pyrolysis gas",false,ea080df3-3823-3f40-89ed-1a45b561230e,false,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,-0.096399619,,,,,,,,,,,,,,
"Natural gas, combusted in industrial equipment","Natural gas, combusted in industrial equipment, 1.357 m3/kg, 52.13 MJ/kg",false,9dfc02c2-db7e-3c19-b120-165cab1a22c5,false,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,-0.012137833,,,,
"Natural gas, processed, for energy use, at plant","Natural gas, production mixture, to energy use",false,1a34bf95-f897-4af9-b70c-368fce9e41d6,false,,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,-0.0221,,,,,,,,,,,,,-0.21981577,,,,,,,-0.00441,,,,,,,,,,,,,,,,-0.736919676,-0.736919676,-0.736919676,-0.736919676,1,,,,,,,,,,,-0.10382,,,,,,,,,,,,,,
"Natural gas, processed, for material use, at plant","Natural gas, production mixture, to material use",false,c837f7c6-1f8d-4f62-ade8-4f2a73b41b1a,false,,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,-2.91,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-0.584240807,,,,,,,,,,,,,,
"Petroleum refined, for energy use, at plant","Petroleum refined, to energy use, at refinery",false,b022d34e-2838-4494-8a84-9b6aa57e575a,false,,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,-0.016,,,,,,,,,,,,,,,,-0.019,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-0.07518,,,,,,,,,,,,,,
"Petroleum refined, for material use, at plant","Petroleum refined, to material use, at refinery",false,3671e08b-0f5d-423e-9805-3cbd3f7b909a,false,,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,-0.667,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-0.418614528,,,,,,,,,,,,,,
"Petroleum refining, at refinery","Diesel, at refinery",false,d939590b-a0d7-310c-8952-9921ed64a078,false,RNA,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,,,,,,-0.001,-0.001,,,,,-0.00033261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000252345,,,,,,,,,,,-9.5933E-06,,,-0.000027224,-4.9263E-06,,,,-0.000006482,,
"Petroleum refining, at refinery","Gasoline, at refinery",false,0e44e579-abb0-3c77-af64-c774d65be529,false,RNA,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,,,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000570087,,,,,,,,,,,,,,,,,,,,
"Petroleum refining, at refinery","Liquefied petroleum gas, at refinery",false,813325ee-9eb4-3825-9280-bee7b1a2e9a8,false,RNA,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,4.90832E-05,,,,,,,,,,,,,,,,,,,
"Petroleum refining, at refinery","Petroleum refining coproduct, at refinery",false,5f96ad43-abab-3b62-bcf8-c71f9d6c7881,false,RNA,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,0.051453679,,,,,,,,,,,,,,,,,,
"Petroleum refining, at refinery","Residual fuel oil, at refinery",false,f7c00d19-9601-373a-ba23-593e251b4dee,false,RNA,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,,,,,,,,,,,,,,,,-0.00026339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18261E-05,,,,-0.001,,,,-8.8155E-06,,,,-4.9263E-06,,,,,
POLYAMIDE 6 (Nylon 6) ,POLYAMIDE 6 (Nylon 6)  (at plant),false,503fd2cb-e11f-4e86-ac04-6956a786f3a3,false,,REMADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.289,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
"Polyethylene, linear low-density, LLDPE, virgin resin, at plant","Polyethylene, linear low-density, LLDPE, virgin resin, at plant",false,1ca3b8d5-a002-41c1-bdce-8db63ea6291e,false,RNA,31-33: Manufacturing,"3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.821,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"Pyrolysis gasoline, at plant","Pyrolysis gasoline, at plant",false,f3d6e4c6-0323-3d9f-a843-b741d2a9b982,false,RNA,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,-0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
"Residual fuel oil, combusted in industrial boiler","Residual fuel oil, combusted in industrial boiler",false,654a5cf6-185f-3d91-89ef-42442d1825e8,false,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,-3.22913E-05,-0.00000087,,-0.000000835,-7.98118E-07,,,,,,,,,,,,0.0000031,-0.000111,,,,-0.00000145,,,,,,,,,,,,,,,,,,,,,,,-5.95787E-06,-1.14719E-05,-7.24312E-07,-1.40233E-06,-1.33154E-06,,,,0.001,-4.76962E-07,,,,,,,,,,,,
"Steam, purchased by containerboard mills","Steam, purchased by containerboard mills",false,caca451d-e5df-4bf4-91f8-2c4be75af6dc,false,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,-60660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
"Transport, barge, average fuel mix","Transport, barge, average fuel mix",false,4069483a-8d94-3b6b-81be-5f0a249b74f4,false,RNA,48-49: Transportation and Warehousing,4832: Inland Water Transportation,,,,,,-0.12662,,,-0.028425,-0.028425,,,,-0.055949,-0.0094543,,,,-0.0074867,-0.083,,-0.028425,,,,,-0.028425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.028425,,1,,,,,,,,,,,
"Transport, barge, diesel powered","Transport, barge, diesel powered",false,a1242640-8306-366c-9c55-6dfd23e77bd7,false,RNA,48-49: Transportation and Warehousing,4832: Inland Water Transportation,,,,-0.03745313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.30467E-05,-0.000121397,-7.66473E-06,-1.48396E-05,-1.40904E-05,,-0.0017,-0.027077819,,,-0.22,1,,,,,,,,,,
"Transport, barge, residual fuel oil powered","Transport, barge, residual fuel oil powered",false,c2cc68fe-1754-3468-a973-51c2f5c82fcd,false,RNA,48-49: Transportation and Warehousing,4832: Inland Water Transportation,,,,-0.124531658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00020963,-0.000403644,-2.54852E-05,-4.93417E-05,-4.68507E-05,,,-0.09003375,,,-0.78,,1,,,,,,,,,
"Transport, combination truck, average fuel mix","Transport, combination truck, average fuel mix",false,2afb4e2f-b224-3900-956f-03e3f27b276b,false,RNA,48-49: Transportation and Warehousing,4841: General Freight Trucking,,,,,,,,,-0.0052453,-0.0052453,,,,,-0.0017446,-0.0086088,-0.05921,,-0.0013815,,,-0.0052453,,,,-0.011008,-0.0052453,,,,,,,,,,,,,-0.1985,-0.1985,-0.1985,-0.1985,,,,,,,,,,,,,-0.0052453,,,,,1,,,,,,,,
"Transport, combination truck, diesel powered","Transport, combination truck, diesel powered",false,628c07ec-0802-39c1-ab88-1c62848ef436,false,RNA,48-49: Transportation and Warehousing,4841: General Freight Trucking,,,-0.264,-0.030001147,,-0.0067592,,,,,,,,-0.0029866,,,,,,,-27.9,,-0.0234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032756866,,,,,,-1,1,,,,,,,
"Transport, ocean freighter, diesel powered","Transport, ocean freighter, diesel powered",false,6c65fc34-c25e-3eb4-bc92-15bbfc457725,false,US,48-49: Transportation and Warehousing,"4831: Deep Sea, Coastal, and Great Lakes Water Transportation",,,,,,,,,,,,,,,,,,,,,-7.89,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.107185137,-0.206385276,-0.013030734,-0.025228677,-0.023954996,,,,,,,,,,,1,,,,,,
"Transport, ocean freighter, residual fuel oil powered","Transport, ocean freighter, residual fuel oil powered",false,735f1d86-f99a-3ffa-adae-176c545744ab,false,US,48-49: Transportation and Warehousing,"4831: Deep Sea, Coastal, and Great Lakes Water Transportation",,,,,,,,,,,,,,,,,,,,,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.964666236,-1.857467483,-0.117276608,-0.227058095,-0.215594968,,,,,,,,,,,,1,,,,,
"Transport, pipeline, natural gas","Transport, pipeline, natural gas",false,057a281a-908b-3adf-8f51-ed79fe5c5a9b,false,RNA,48-49: Transportation and Warehousing,4862: Pipeline Transportation of Natural Gas,,,,,,,,,,,,,,,,,-0.35372,,,-0.826,,,-0.0468,,,,-0.041307,,,,,,,,,,-0.000421648,,-0.000421648,-1.186,-1.186,-1.186,-1.186,,,,,,,,,,,-0.011,-1.106667296,,,,,,,,,,1,,,,
"Transport, pipeline, unspecified petroleum products","Transport, pipeline, unspecified petroleum products",false,acbe5bc4-6afd-31aa-bf3f-4a3fdc491945,false,RNA,48-49: Transportation and Warehousing,4869: Other Pipeline Transportation,,,,-0.237245342,,,,,-0.041307,-0.041307,,,,,-0.013739,,,,,-0.002,,-0.041307,,,,,,,,,,,,,,,,,,,,,,,,,,-0.142694914,-0.274759448,-0.017347736,-0.033586783,-0.031891139,,,-0.170235601,,,,,,,,,,,1,,,
"Transport, train, diesel powered","Transport, train, diesel powered",false,73c7494d-4e93-3769-896b-8bb82f0dfccc,false,RNA,48-49: Transportation and Warehousing,4821: Rail Transportation,,,,-0.151283163,,-1.043,,,-0.0033554,-0.0033554,,,,-0.46079,-0.001116,-0.0008055,-0.0035372,,-0.00088378,,,-0.0033554,-0.00819,,,-0.00103,-0.0033554,,,,,,,,,,,,,-0.011858,-0.011858,-0.011858,-0.011858,,,,,,,,,,,-0.085,-0.024898101,-0.0033554,,,,,,,,,,,1,,
"Wood fuel, unspecified","Wood fuel, unspecified",false,ba4fbc4f-a9ab-387c-8bdd-9308dc19f404,false,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1
"Wood waste, unspecified, combusted in industrial boiler","Wood waste, unspecified, combusted in industrial boiler",false,1a76ed77-b97d-3070-85b7-b1f41906cece,false,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00108,,,,,,,,,,,,1
